label,precision,recall,f1,support
anger,0.7368421052631579,0.8235294117647058,0.7777777777777778,34
disgust,0.5833333333333334,0.6176470588235294,0.6,34
fear,0.5833333333333334,0.6176470588235294,0.6,34
joy,0.782608695652174,0.5294117647058824,0.631578947368421,34
neutral,0.5945945945945946,0.7333333333333333,0.6567164179104478,30
sadness,0.6333333333333333,0.5588235294117647,0.59375,34
