label,precision,recall,f1,support
anger,0.8484848484848485,0.8235294117647058,0.835820895522388,34
disgust,0.6666666666666666,0.6470588235294118,0.6567164179104478,34
fear,0.6,0.6176470588235294,0.6086956521739131,34
joy,0.7037037037037037,0.5588235294117647,0.6229508196721312,34
neutral,0.6,0.8,0.6857142857142857,30
sadness,0.46875,0.4411764705882353,0.45454545454545453,34
